policy_name,session_bin_index,chosen_relative_path,chosen_location,chosen_path_state,reactive_latency_ms,realized_next_latency_ms,end_to_end_realized_latency_ms,retrospective_best_path_latency_ms,decision_gap_ms,retrospective_best_path_match,success_under_budget,control_loop_latency_ms,decision_window_seconds,stale_decision,feasible_candidate_count,no_feasible_candidate,decision_time_us,switched_path,online_switch_penalty_ms,selected_online_score,xai_latency_component_ms,xai_disagreement_component_ms,xai_uncertainty_component_ms,xai_service_risk_component_ms,xai_switch_component_ms,xai_residual_score_component_ms,xai_explained_abs_total_ms,xai_dominant_component,xai_runner_up_relative_path,xai_runner_up_score_ms,xai_score_margin_ms,xai_counterfactual_reason,xai_delta_runner_minus_selected_latency_ms,xai_delta_runner_minus_selected_disagreement_ms,xai_delta_runner_minus_selected_uncertainty_ms,xai_delta_runner_minus_selected_service_risk_ms,xai_delta_runner_minus_selected_switch_ms,xai_delta_runner_minus_selected_residual_score_ms,pred_forecast,pred_graph,pred_ensemble_mean,pred_ensemble_std,pred_simple_fusion,pred_consensus,pred_ensemble_uncertainty,pred_conformal_radius,pred_conformal_uncertainty,pred_temporal_calibrated,pred_graph_calibrated,pred_calibrated_fusion,pred_disagreement,pred_disagreement_normalized,pred_mixture_std,pred_disagreement_only,pred_disagreement_aware,pred_learned_residual_risk,pred_learned_risk_no_disagreement,pred_calibrated_risk_ungated,pred_calibrated_operational,realized_cumulative_latency_3_ms,retrospective_best_cumulative_latency_3_ms,cumulative_decision_gap_3_ms,cumulative_success_under_budget_3,realized_cumulative_latency_5_ms,retrospective_best_cumulative_latency_5_ms,cumulative_decision_gap_5_ms,cumulative_success_under_budget_5,scenario_name
random,0,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,81.32550635892605,123.6180759375728,123.6180759375728,30.01614446304712,93.60193147452568,0,0,0.0,,0,2,0,433.084,0,0.0,7919.0,68.88059791534236,0.37268704863832625,5.674533101857653,3.065061430741533,0.0,7841.00712050342,7919.0,residual,inside-out/active/bruhl/2025-03-27/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-27-03-00-00.txt,0.0,-7919.0,selected_lower_disagreement,-37.78661897877975,3.982106023235403,-3.6063523658476964,-1.940052215141895,0.0,-7879.649082463466,69.31828993230016,88.37938377118408,73.7802812184263,5.674533101857653,75.98967277590953,81.7080009275747,81.10124247556107,5.519780556924882,77.90313191996658,68.78486489391778,71.45991246984678,68.88059791534236,2.6750475759289998,0.15124375440138788,4.672938617438947,69.25328496398069,81.10124247556107,28.894383443221578,96.68683391454097,97.77498135856393,81.10124247556107,268.03389890955606,89.54073814243763,178.4931607671184,0.0,403.6626765550069,150.2334921159292,253.4291844390777,0.0,session_holdout
random,1,inside-out/active/bruhl/2025-03-27/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-27-03-00-00.txt,bruhl,active,30.01614446304712,28.916170611670964,28.916170611670964,28.916170611670964,0.0,1,1,0.0,,0,2,0,370.833,1,0.0,100000.0,31.02377100271075,8.551455801804874,2.3972980556205714,0.7943043259546336,0.0,99957.23317081391,100000.0,residual,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,3190.0,-96810.0,selected_lower_latency,70.13982078504846,-7.7317142035637225,5.994332009643551,13.205381902954723,0.0,-96891.60782049409,33.753829126349565,-11.24017845711203,31.69200034855643,2.3972980556205714,18.005926472138007,31.504128747176487,34.28427821622649,3.9314834449665037,38.4796168972707,33.22040408796719,-28.159649758449333,31.02377100271075,61.38005384641652,3.4703494145772082,12.312338928467748,39.57522680451562,34.28427821622649,33.143856966508785,39.19964261151061,64.16762796921954,34.28427821622649,88.7615252365793,88.7615252365793,0.0,1.0,150.63808595525686,150.63808595525686,0.0,1.0,session_holdout
random,2,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,69.6932936979786,74.72252927400469,74.72252927400469,30.60842306771955,44.114106206285136,0,0,0.0,,0,2,0,387.625,1,0.0,103190.0,70.09486269460226,0.908047567884779,9.398975482638628,1.0621162572268228,0.0,103108.53599799765,103190.0,residual,inside-out/active/bruhl/2025-03-27/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-27-03-00-00.txt,95271.0,-7919.0,selected_lower_disagreement,-42.74617759619639,2.079274802577693,-6.71912435115487,-0.28480040983662147,0.0,-7871.329172445388,70.86154010273685,80.7298647164597,70.9265243269299,9.398975482638628,74.31545371753985,77.2759511016567,79.03787219613568,3.9314834449665037,75.85513980493018,70.32811506435448,63.8103934151224,70.09486269460226,6.5177216492320795,0.3685036113911827,4.8015931834047345,71.00291026248703,79.03787219613568,45.49959393949226,112.94319830983761,115.59445663409451,79.03787219613568,210.3513069194555,91.3011770412111,119.0501298782444,0.0,318.71611702544993,152.29798617392808,166.41813085152185,0.0,session_holdout
random,3,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,74.72252927400469,69.91639344262295,69.91639344262295,29.236931557188793,40.67946188543415,0,0,0.0,,0,2,0,383.125,0,0.0,98461.0,75.1756167814335,1.2799705992134136,5.5920190859798575,1.185635004428645,0.0,98377.76675852895,98461.0,residual,inside-out/active/bruhl/2025-03-27/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-27-03-00-00.txt,90542.0,-7919.0,selected_lower_disagreement,-47.57790208064467,2.060897771475812,-4.582179446410358,-0.3100098711865982,0.0,-7868.590806373235,76.03783095602287,83.23659190494186,73.53345856326274,5.5920190859798575,78.55739728814451,80.7170255728202,78.91310788217628,3.9314834449665037,81.15494940541802,75.5044059176405,66.31712060360456,75.1756167814335,9.187285314035933,0.5194373125004969,4.949950207148193,76.45558738064692,78.91310788217628,28.160073911663755,99.59851565294639,103.33569069309726,78.91310788217628,201.26287230050144,91.11349227586635,110.1493800246351,0.0,297.75920144809345,154.68873273847424,143.0704687096192,1.0,session_holdout
random,4,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,69.91639344262295,65.71238420282789,65.71238420282789,31.45582241630277,34.256561786525126,0,0,0.0,,0,2,0,384.625,0,0.0,93732.0,74.20739336792766,1.4792575796528098,6.314691773181135,1.5018492710623974,0.0,93648.49680800817,93732.0,residual,inside-out/active/bruhl/2025-03-27/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-27-03-00-00.txt,85813.0,-7919.0,selected_lower_disagreement,-47.244595150319775,1.7581053562058742,-5.520179801670045,-0.7989651042016152,0.0,-7867.19436530002,75.12079887003365,80.8891313780224,75.2363851355715,6.314691773181135,77.13971524782971,78.87021500022634,81.47425323651974,4.853082508627756,81.4757306497238,74.58737383165128,63.969660076685095,74.20739336792766,10.617713754966182,0.6003118994631912,5.04772903297414,75.68665094758047,81.47425323651974,32.778146331839125,102.66649947491341,106.98553969976679,81.47425323651974,174.07719430882236,92.45263154901976,81.6245627598026,1.0,288.1645408225083,155.58468855661994,132.57985226588835,1.0,session_holdout
random,5,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,65.71238420282789,65.63409465505062,65.63409465505062,30.420738302374794,35.213356352675824,0,0,0.0,,0,2,0,382.209,0,0.0,89003.0,73.0085349495857,2.0140386185956487,4.057270787650007,0.7866183038870682,0.0,88923.13353734028,89003.0,residual,inside-out/active/bruhl/2025-03-27/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-27-03-00-00.txt,81084.0,-7919.0,selected_lower_disagreement,-44.6452733913347,0.7571524742438989,-2.8842417825139335,0.35283119907938776,0.0,-7872.58046849948,74.05931094751553,75.98912873624133,73.33030895585047,4.057270787650007,74.73474717356956,75.3136925101873,77.15988035047504,3.9314834449665037,78.7774126963691,73.52588590913315,59.06965743490402,73.0085349495857,14.456228474229128,0.8173365919173812,5.3666303584353665,75.02257356818134,77.15988035047504,22.163701868829513,89.29177764228953,95.1722368184152,77.15988035047504,162.13042380264264,93.9959787649827,68.13444503765994,1.0,264.9467007689984,155.77535588699993,109.1713448819985,1.0,session_holdout
random,6,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,65.63409465505062,42.73071545094383,42.73071545094383,30.576070830342186,12.154644620601648,0,1,0.0,,0,2,0,379.417,0,0.0,84274.0,66.06146962533636,0.9927211674770433,2.147441909673664,1.4146361664558853,0.0,84203.38373113106,84274.0,residual,inside-out/active/bruhl/2025-03-27/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-27-03-00-00.txt,76355.0,-7919.0,selected_lower_disagreement,-35.753452181224795,2.185067879083242,-1.0466950350749622,-0.11831551610892088,0.0,-7884.26660514668,66.84989734530357,76.11045759436158,67.64140038910139,2.147441909673664,70.09109343247387,72.86926150719127,70.66661798781251,4.853082508627756,73.1176160203872,66.3164723069212,59.190986293024274,66.06146962533636,7.125486013896925,0.40286582802254967,4.831296039404814,67.0541907928134,70.66661798781251,10.835715986371458,73.99870280967743,76.89718561170781,70.66661798781251,156.81806196462978,93.70812783794238,63.10993412668739,1.0,248.68615133479378,157.70716199173026,90.97898934306352,1.0,session_holdout
random,7,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,42.73071545094383,53.76561369664818,53.76561369664818,32.99916963226572,20.766444064382462,0,1,0.0,,0,2,0,374.917,0,0.0,79545.0,59.12858726139403,2.6305068085675387,4.484468612820145,0.8798195354856806,0.0,79477.87661778173,79545.0,residual,inside-out/active/bruhl/2025-03-27/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-27-03-00-00.txt,71626.0,-7919.0,selected_lower_combined_score,-28.45881970576377,-1.6733388871451744,-3.090710435045577,-0.03174224807510129,0.0,-7885.745388723968,60.337716930732014,57.84269156151373,59.82567570622273,4.484468612820145,59.464458051505616,60.2129656622711,64.06884670132352,3.9314834449665037,65.1490199111842,59.80429189234964,40.92322026017643,59.12858726139403,18.88107163217321,1.067511541277803,5.821587458572992,61.75909406996157,64.06884670132352,26.200977964107658,77.64918225891887,85.32956522550168,64.06884670132352,156.58189066300395,94.77854675428294,61.803343908721004,1.0,245.96342286432065,158.34866791320434,87.61475495111631,1.0,session_holdout
random,8,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,53.76561369664818,60.32173281703776,60.32173281703776,30.13288737533447,30.188845441703293,0,0,0.0,,0,2,0,1600.708,0,0.0,74816.0,57.34629410592862,1.250777642287126,2.396251069010826,1.0667976025224863,0.0,74753.93987958026,74816.0,residual,inside-out/active/bruhl/2025-03-27/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-27-03-00-00.txt,66897.0,-7919.0,selected_lower_disagreement,-26.415689130585022,0.28983550347984277,-1.284158102909268,0.11667003824054745,0.0,-7891.706658308234,58.201009415233884,65.60930957123074,58.12532202184361,2.396251069010826,60.793914469832785,63.016404516631845,60.98930792612421,3.9314834449665037,63.19929046272287,57.66758437685151,48.689838269893436,57.34629410592862,8.977746106958072,0.5075902348417978,4.936665350987126,58.59707174821575,60.98930792612421,12.254713207941297,65.94906797369542,69.60100731386991,60.98930792612421,152.18982218720177,94.13192152912237,58.057900658079404,1.0,270.4082651237479,155.57838131066057,114.82988381308735,1.0,session_holdout
random,9,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,60.32173281703776,42.49454414931802,42.49454414931802,31.64648974668275,10.848054402635267,0,1,0.0,,0,2,0,608.375,0,0.0,70087.0,55.43729660421588,0.08661224992291494,2.1599578293357604,1.4654055642445138,0.0,70027.85072775229,70087.0,residual,inside-out/active/bruhl/2025-03-27/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-27-03-00-00.txt,62168.0,-7919.0,selected_lower_disagreement,-25.26574811032019,2.4056978905265325,-0.8981835098022231,-0.6029301147875386,0.0,-7894.638836155624,55.992969940219,71.7573367269255,56.9748218946908,2.1599578293357604,61.51049831556627,66.23980835157822,60.06019583093713,4.853082508627756,62.31145801309127,55.45954490183662,54.8378654255882,55.43729660421588,0.6216794762484241,0.03514895916923898,4.647877587685629,55.523908854138796,60.06019583093713,8.33183027823993,63.51624205933399,63.76912688245581,60.06019583093713,131.87607635063472,95.21661090560416,36.65946544503056,1.0,287.06249406935876,156.86791146482287,130.1945826045359,1.0,session_holdout
